train_loss,train_acc,val_loss,val_acc
2.7788004452607566,0.340704201394795,1.390937879620766,0.7619047619047619
1.4266258716015492,0.7140670182003742,0.7243881309113535,0.8585034013605441
0.9853602132133773,0.779554345977207,0.5083013700790145,0.8979591836734693
0.8088098556173356,0.8004762714747405,0.4264011549098151,0.9034013605442176
0.7026099749904321,0.8162952883143392,0.37579322891170475,0.9034013605442176
0.6365638716039578,0.8322844021092022,0.3370071149804965,0.9238095238095237
0.5843741969604803,0.8404490559618982,0.3025276851390495,0.9197278911564625
0.5558536569770856,0.8479333219935362,0.3013849205001682,0.9183673469387754
0.5668728055141272,0.8430005102908658,0.29629063283910556,0.9210884353741496
0.5616067145669271,0.8467426433066848,0.2940982565689249,0.9197278911564625
0.5566824818776769,0.8475931280830072,0.2922910492841889,0.9251700680272108
0.543383357759681,0.8499744854567103,0.2904554429508391,0.9210884353741496
0.5504658782253016,0.8455519646198333,0.2879403919589763,0.9197278911564625
0.5423826044727941,0.8487838067698588,0.28479266624872374,0.9265306122448979
0.5369545601930601,0.8535465215172647,0.2862907109718744,0.9238095238095237
0.5300693421121316,0.8533764245620002,0.28490360750227556,0.927891156462585
0.534563869171999,0.8523558428304133,0.2857769349602615,0.9251700680272108
0.5245388295095295,0.8518455519646198,0.2811717956954119,0.927891156462585
0.531448291908987,0.8501445824119748,0.286762774517747,0.9224489795918367
0.5236003406600576,0.8552474910699098,0.2843355684965646,0.9238095238095237
0.5315694570500827,0.8571185575778193,0.2834936031070696,0.9210884353741496
0.54166773546105,0.8501445824119748,0.2844261692393394,0.9224489795918367
0.5313735604387579,0.8526960367409423,0.2835574637566294,0.9197278911564625
0.5490041928421906,0.8428304133356013,0.2827660766487219,0.927891156462585
0.5325098801762256,0.8537166184725293,0.28471850124346154,0.9238095238095237
0.5402202914413657,0.8448715767987752,0.28332286323008893,0.927891156462585
0.515950148923601,0.8574587514883483,0.2836514430183943,0.9238095238095237
0.5495708350077598,0.8477632250382717,0.2848610740231008,0.9292517006802721
0.5383203103846891,0.8470828372172138,0.2843777427361125,0.9224489795918367
0.5387500617592934,0.8452117707093042,0.28416143137784233,0.9210884353741496
0.5419779211551402,0.8475931280830072,0.28238773741284195,0.9251700680272108
0.5283290034432175,0.8508249702330327,0.2845409244096198,0.9238095238095237
0.5346671031595676,0.8479333219935362,0.2827598213946738,0.9251700680272108
0.5212273306537595,0.8564381697567613,0.2861270898053435,0.9238095238095237
0.5321171934618028,0.8521857458751487,0.2831359592019295,0.9265306122448979
0.5327694953390278,0.8574587514883483,0.28533852138892324,0.9265306122448979
0.5369914752890776,0.8447014798435107,0.2834415179227485,0.9197278911564625
0.533289255790107,0.8516754550093553,0.283194000431064,0.9265306122448979
0.5469898746864875,0.8479333219935362,0.28650473391725906,0.9251700680272108
0.5418794297466353,0.8499744854567103,0.2827343078900357,0.9251700680272108
0.5370579203855304,0.8520156489198842,0.2859557025793458,0.9251700680272108
0.5236516716650989,0.8550773941146453,0.28310287237978304,0.9251700680272108
0.5158927334796655,0.8545671032488518,0.28433072027705963,0.9210884353741496
