train_loss,train_acc,val_loss,val_acc
0.5239875525474386,0.8540568123830583,0.28319051195772327,0.9265306122448979
0.5492179849192812,0.8464024493961557,0.2850400038012842,0.9251700680272108
0.5274239657058625,0.8474230311277428,0.2815736191309228,0.9224489795918367
0.5264489617877356,0.8562680728014967,0.28449338712051614,0.9224489795918367
0.5342568963497426,0.8540568123830583,0.2844362908277382,0.9210884353741496
0.5324403711232346,0.8552474910699098,0.2838290234204052,0.9197278911564625
0.5448142410358779,0.8477632250382717,0.2830379742748883,0.927891156462585
0.545692594709557,0.8441911889777173,0.28715739421495773,0.9197278911564625
0.5170631376247987,0.8583092362646708,0.28520066996618193,0.9251700680272108
0.5322225450313625,0.8492940976356522,0.2859280227195649,0.927891156462585
0.527475215602355,0.8513352610988263,0.2862202298377647,0.9210884353741496
0.5207739559276754,0.8549072971593807,0.2863505199754319,0.9251700680272108
0.5340173383577479,0.8496342915461813,0.28317336432990575,0.9224489795918367
0.5175749247810998,0.8588195271304643,0.2839434096703724,0.9251700680272108
0.5361204038653412,0.8479333219935362,0.2863198981398628,0.927891156462585
0.5318918709934194,0.8532063276067358,0.2820646623871764,0.9238095238095237
0.5376278383631673,0.8484436128593298,0.28200678499985715,0.9238095238095237
0.5237402068370255,0.8506548732777682,0.28418629042753557,0.9265306122448979
0.5329263829560401,0.8562680728014967,0.2854618503528387,0.9238095238095237
0.5433321954604212,0.8496342915461813,0.2847925030049824,0.9238095238095237
0.5257290371179297,0.8554175880251743,0.2836194253799056,0.9251700680272108
0.5324699020969724,0.8482735159040653,0.2869075799677648,0.9238095238095237
0.5357467708467606,0.8487838067698588,0.28387099216584444,0.9238095238095237
0.5457153917271419,0.8479333219935362,0.2843881685210734,0.9238095238095237
0.5429022575361547,0.8452117707093042,0.2837568607662811,0.9210884353741496
0.5353876685869088,0.8498043885014458,0.28323641216673817,0.9238095238095237
0.5223939389188105,0.8532063276067358,0.28273503930390287,0.9197278911564625
0.5323035189399389,0.8489539037251232,0.28336380950244916,0.927891156462585
0.5264182605798562,0.8528661336962068,0.28429131599105134,0.9210884353741496
0.5232260869988619,0.8586494301751998,0.28542286647217613,0.9265306122448979
0.5443526584490929,0.8482735159040653,0.2858711619867759,0.9224489795918367
0.5386891492391691,0.8521857458751487,0.2831598225904971,0.9265306122448979
0.5343161490645248,0.8513352610988263,0.2859955503928418,0.9251700680272108
0.5461281275015174,0.8491240006803877,0.28612163282778796,0.9265306122448979
0.5236385080720681,0.8589896240857288,0.284277140100797,0.9265306122448979
0.5182187605480045,0.8537166184725293,0.28322313029547125,0.9238095238095237
0.5259115790444828,0.8506548732777682,0.2859746212861976,0.9265306122448979
0.5412969221000588,0.8508249702330327,0.28574830971810283,0.9224489795918367
0.5339765358912051,0.8515053580540908,0.28678096171949996,0.9224489795918367
0.5371323303414721,0.8494641945909167,0.2848439779208631,0.9197278911564625
0.5347515322923214,0.8504847763225037,0.28307015712366623,0.9251700680272108
0.5321906781314202,0.8501445824119748,0.28435163113738404,0.9251700680272108
0.5389124105771113,0.8487838067698588,0.28594490434644987,0.9292517006802721
0.5305241089853467,0.8589896240857288,0.2848875626009338,0.9265306122448979
0.5464820232414068,0.8486137098145943,0.2812097288009261,0.9224489795918367
0.5415815430284459,0.8469127402619493,0.28536793094913976,0.927891156462585
0.5442504847124738,0.8486137098145943,0.28320213549193884,0.9292517006802721
0.5280867932016782,0.8538867154277938,0.28475800430288123,0.9224489795918367
0.5513730990803551,0.8492940976356522,0.2835096557326868,0.9238095238095237
0.5362092706090152,0.8496342915461813,0.2826246807364379,0.9238095238095237
0.5402088973124349,0.8515053580540908,0.2848545290985886,0.9265306122448979
0.5302114728397811,0.8516754550093553,0.28633831038969715,0.9265306122448979
0.5420406514800594,0.8472529341724783,0.2832069665497663,0.9265306122448979
0.5362236793804867,0.8499744854567103,0.28489791828961597,0.9238095238095237
0.5369491580392779,0.8447014798435107,0.2848658503723793,0.9224489795918367
0.5392266857642304,0.8462323524408912,0.28409915742825487,0.9265306122448979
0.5350560605029181,0.8486137098145943,0.2841598725237814,0.9251700680272108
